Month,New_Customers,Referral_Percentage,Campaign_Percentage,Partnership_Percentage,Energy_Discharged_kWh,Outage_Avoidance_Percentage,Avg_Savings_Per_Customer,Total_Savings
August,139,41.25,25.42,10.42,1767,83.63,34.81,1636
August,159,43.23,13.41,14.45,1842,89.99,47.13,5940
December,70,22.08,12.28,20.76,1161,88.55,42.08,2672
September,157,27.87,13.2,27.81,1778,81.99,36.4,3905
November,60,49.13,26.84,26.89,1860,99.32,23.3,1322
August,99,34.61,33.01,11.65,1931,92.33,40.43,3444
July,36,46.04,30.1,23.06,1231,85.15,21.83,6278
December,225,37.95,26.76,17.78,1857,82.61,26.45,9606
August,22,33.01,26.35,19.98,1284,85.14,28.52,1176
November,172,38.49,21.97,20.45,992,80.71,35.34,8106
December,272,44.1,12.73,23.77,1362,94.23,20.04,8861
July,240,39.5,18.86,23.32,1425,94.93,26.45,7589
February,94,40.61,38.5,28.93,893,80.39,42.82,2613
April,172,26.76,35.44,17.69,1282,86.88,29.98,6331
May,52,26.69,29.7,17.91,560,94.55,32.43,4012
March,141,28.21,34.12,29.7,713,80.14,38.09,9972
May,131,30.48,28.99,25.62,1530,92.99,32.06,7597
February,110,22.12,22.36,29.95,1359,95.79,29.07,1492
September,154,35.46,39.52,22.58,1558,82.33,23.21,2748
September,101,48.25,15.35,29.68,956,95.28,27.51,5041
August,159,47.18,17.17,19.32,1792,85.22,32.83,8568
April,147,44.6,25.34,18.48,592,85.71,33.96,4748
December,33,43.55,21.22,22.63,1194,81.21,28.68,2657
May,79,30.44,30.95,12.46,1436,87.3,27.29,3912
December,80,27.56,27.91,19.26,754,89.26,29.92,3799
December,117,44.17,38.65,15.12,1695,80.66,48.39,8922
October,10,32.72,21.72,12.29,1858,93.8,28.43,8712
May,115,23.92,14.07,28.43,1158,98.03,49.59,3568
February,264,39.34,21.42,15.79,743,88.72,40.9,2320
December,143,27.12,38.56,24.92,903,94.01,31.33,4489
March,152,31.26,24.1,25.54,586,97.91,40.93,4044
May,218,26.76,36.78,29.26,839,80.39,20.1,5292
December,228,32.51,31.68,11.29,1863,83.64,43.1,2492
January,85,29.79,35.82,20.44,1424,90.4,35.02,1035
November,173,31.4,29.02,28.34,1901,87.92,22.3,7741
March,176,32.91,19.2,13.22,1922,90.26,47.51,2587
October,255,45.85,23.83,26.26,566,88.5,36.93,1842
January,193,36.8,14.87,29.66,1646,98.97,30.06,7237
June,255,34.76,29.22,18.7,1672,81.32,34.19,3572
March,92,21.28,20.95,25.88,1204,81.35,32.66,1414
July,197,41.03,10.88,19.87,1210,97.22,31.75,7713
September,167,28.33,27.65,17.44,1664,89.81,48.22,6987
March,25,37.63,31.06,28.57,747,89.89,30.37,9812
January,38,32.56,36.09,20.82,1908,83.11,35.86,7920
August,120,34.71,23.16,16.27,1800,85.37,36.02,8429
October,140,22.07,25.46,25.84,1683,80.33,39.3,7741
July,111,36.88,17.33,12.54,1171,94.57,23.07,2811
May,39,31.31,34.29,22.91,1647,80.26,33.28,8875
October,298,29.51,23.45,14.92,1249,94.62,28.21,3979
August,163,24.44,15.71,12.47,1101,82.14,36.03,3423
October,228,49.8,33.27,25.16,1977,93.44,39.64,7020
February,292,23.68,30.97,12.53,1672,94.26,22.08,9056
April,261,37.48,17.63,22.64,763,93.51,29.6,2598
November,155,45.32,24.03,16.56,1037,91.62,40.97,5361
July,156,32.2,22.96,24.21,877,80.79,25.06,6712
June,116,48.41,13.41,12.6,1594,98.19,41.39,3924
November,36,34.27,30.08,12.68,519,91.07,49.17,4022
May,42,40.42,31.17,14.64,1608,97.57,47.58,2327
May,193,41.6,26.4,25.74,1202,87.29,47.64,8360
March,197,27.98,21.05,29.81,1103,96.71,38.31,1330
February,293,41.43,28.54,19.52,1485,93.97,22.5,8820
August,17,26.03,32.08,17.22,1799,93.22,22.69,4889
September,138,36.95,24.73,12.4,1285,93.16,22.52,3314
September,93,28.51,26.81,17.94,968,91.33,47.54,8249
August,129,24.83,35.02,10.02,676,85.53,42.92,4202
May,26,38.59,22.67,28.33,1188,83.92,41.64,8145
August,162,46.66,19.34,20.39,549,99.31,33.19,2963
November,95,41.34,36.28,18.13,1940,89.22,47.16,6266
November,232,25.63,17.96,14.8,1409,89.3,22.49,5654
November,26,27.94,25.8,25.72,1087,98.96,30.64,5930
April,159,46.44,16.76,15.95,1520,88.77,30.26,4722
February,38,28.08,18.94,12.15,1650,84.32,23.87,6541
May,11,24.03,38.29,18.84,1054,87.88,41.79,7103
October,200,28.36,32.84,23.46,1797,81.21,34.86,1542
November,126,27.12,25.03,16.92,813,88.18,47.22,6967
April,277,24.47,23.69,27.11,970,81.04,34.3,8624
April,193,36.99,34.18,20.85,1561,82.29,47.03,7985
May,232,35.03,32.07,15.79,1391,89.45,49.86,3248
March,274,39.58,23.88,28.05,1342,98.67,37.72,8918
August,105,32.69,30.12,14.18,710,80.2,38.36,9068
October,101,21.15,13.48,26.43,921,93.18,26.59,1400
December,31,48.01,35.82,15.58,747,93.13,20.79,3794
January,184,40.42,26.63,13.43,701,89.43,26.77,1125
April,179,42.76,29.54,13.88,1707,82.24,41.91,2206
September,132,43.02,11.63,23.65,1511,82.54,33.46,8351
November,138,45.71,37.09,21.99,1222,97.93,22.28,7637
May,81,38.57,31.13,24.11,1479,81.64,46.19,1795
March,248,40.5,19.94,13.74,743,91.4,42.36,7765
June,222,22.11,11.42,15.43,643,99.22,23.14,9755
December,167,20.85,31.14,14.85,694,92.7,44.58,4503
March,288,43.79,28.6,13.55,814,82.66,23.55,5802
July,192,48.59,38.33,17.11,1539,96.74,42.27,7283
May,32,43.14,14.97,16.46,1561,97.98,38.27,4425
April,221,47.89,26.55,22.54,694,94.57,40.45,4152
November,105,20.43,34.25,24.02,1621,80.64,36.76,6109
May,10,30.66,35.7,25.56,929,99.11,20.99,9809
December,180,27.75,17.64,27.88,1315,82.89,47.88,4159
January,19,23.35,11.81,22.48,1914,94.01,30.09,4600
May,14,24.13,21.72,27.29,1911,82.67,20.82,9124
March,17,28.76,33.94,21.96,1407,90.07,46.39,7365
August,296,26.34,11.56,19.49,982,86.57,37.04,4150
September,84,39.76,39.05,25.62,640,84.63,37.92,5893
September,123,39.06,33.64,19.27,1716,92.68,26.6,5883
December,105,34.76,31.34,26.82,1348,95.64,22.96,6631
October,292,32.57,25.42,27.27,1297,95.51,42.26,5752
March,131,42.03,34.85,10.36,1395,91.34,32.26,3013
February,225,48.3,26.92,19.19,758,83.0,29.67,8044
June,219,46.54,26.98,11.37,608,80.76,22.44,2213
March,209,25.79,10.94,29.42,1486,95.72,26.01,2602
November,231,49.83,29.12,21.46,1661,96.44,41.07,7759
March,83,37.19,19.66,15.5,1898,80.37,28.11,5334
November,225,32.06,13.04,21.12,1682,99.66,37.19,8173
January,67,22.75,31.24,16.83,1898,99.9,49.95,1363
August,223,30.53,32.67,23.08,928,81.11,35.18,1453
June,188,35.28,39.48,10.51,1821,94.74,36.21,5454
May,197,36.93,10.28,24.36,517,92.26,36.47,4575
March,298,46.02,18.43,20.98,1411,94.1,44.88,7605
June,21,33.94,16.25,18.3,1814,94.0,47.27,7397
February,98,29.22,18.84,26.9,1367,87.83,48.29,2185
November,64,40.65,18.91,18.28,1564,88.79,33.31,1956
March,211,41.56,36.39,25.79,1276,85.73,25.28,4173
March,237,23.97,11.86,20.23,826,81.67,33.9,4607
May,149,22.59,12.23,13.88,1253,96.39,47.51,7097
September,12,49.41,16.22,29.91,668,84.02,36.61,1552
April,74,28.94,38.49,26.15,516,81.67,38.98,5953
October,192,42.71,38.35,13.25,882,99.62,22.7,1413
September,85,44.32,32.7,11.85,1549,90.98,41.2,8269
August,87,26.53,39.98,14.8,1006,95.4,32.3,1071
March,161,20.05,19.53,11.64,1999,97.92,23.47,4954
July,56,28.01,29.79,24.47,574,80.18,32.87,7898
October,131,48.16,22.04,18.02,736,96.91,21.68,6772
January,37,35.42,17.31,13.49,1967,95.03,25.19,6456
December,28,29.0,14.74,17.36,517,88.56,27.43,6903
April,159,48.24,15.96,22.6,1987,82.23,47.88,5181
June,82,42.32,28.77,18.83,522,90.17,46.05,2449
February,142,33.01,36.72,25.55,1159,95.95,41.35,9799
September,151,28.31,17.08,23.49,1630,93.42,31.25,2622
October,128,31.09,35.63,23.56,1790,85.25,20.29,3483
November,31,39.17,39.36,15.7,1866,98.43,42.99,4932
April,223,26.89,34.45,29.88,1824,91.37,48.15,9669
October,259,39.21,24.13,29.22,1847,89.39,25.85,2040
January,32,46.34,23.78,10.72,1926,88.55,48.03,7997
August,252,49.66,24.95,14.11,761,82.23,28.79,9743
July,162,43.35,39.74,22.94,520,92.66,23.68,4726
January,193,31.05,34.72,13.57,1493,88.48,38.34,1004
December,210,21.72,10.24,29.11,789,94.96,30.69,1877
August,217,35.58,32.0,18.4,514,96.37,44.28,2427
June,170,28.59,36.23,19.63,728,97.19,34.35,5785
September,218,23.42,28.34,19.14,1252,92.1,38.42,8020
March,39,43.0,30.87,14.33,944,97.73,28.4,8688
August,233,25.24,19.58,27.3,847,89.93,45.78,6449
August,22,41.36,38.31,22.75,1022,92.55,26.52,3712
April,158,23.39,20.98,18.46,1789,96.57,29.62,5758
August,96,43.77,29.07,27.48,1341,84.43,47.02,8422
August,145,35.36,34.28,19.97,1715,85.02,22.38,2006
April,213,41.59,12.57,19.95,1988,81.91,24.77,4557
April,141,42.02,23.82,23.67,1277,93.08,42.9,5320
November,53,48.88,12.54,17.25,666,80.34,48.14,2078
March,156,45.71,37.58,17.41,933,86.82,38.78,3347
March,86,23.8,39.15,27.68,614,85.91,23.46,6671
August,170,28.84,11.87,24.34,1812,96.93,37.23,3097
February,216,24.22,37.65,24.77,640,82.41,20.29,2592
April,117,29.61,12.23,12.36,825,99.54,34.03,9497
May,227,41.29,36.5,18.15,754,83.8,42.79,4583
December,217,37.51,20.28,17.65,1693,93.79,46.06,5383
September,118,30.28,27.28,26.71,1390,91.92,35.62,4302
January,17,21.29,23.98,21.22,1917,87.95,20.21,2120
December,227,45.94,26.62,22.7,1138,85.88,48.96,5462
April,231,36.42,13.52,26.55,1781,87.42,26.59,6966
August,223,31.41,10.06,15.08,1203,91.3,37.69,6391
October,72,49.62,31.27,15.82,1549,80.5,33.12,3218
March,59,39.45,20.42,28.64,1963,84.73,30.14,5214
February,126,23.64,26.81,21.06,555,99.61,49.26,6448
June,220,33.9,24.29,24.49,1392,98.02,46.4,9965
March,140,39.65,14.25,17.86,1702,92.99,37.09,6639
February,221,39.51,17.06,24.66,523,99.45,48.83,1491
May,111,32.79,32.97,20.84,1980,98.6,48.11,4826
August,30,41.55,35.41,14.29,1882,80.65,45.73,8770
June,38,21.82,17.38,22.09,1752,90.91,48.68,7161
October,143,28.07,26.86,25.86,1043,81.55,27.4,4457
November,253,42.25,18.44,23.89,1534,95.56,28.11,5160
August,90,20.12,21.85,23.06,1492,84.32,26.46,9990
September,212,30.58,15.38,25.12,1530,91.96,34.16,9604
October,284,22.51,37.5,29.81,1363,89.3,48.78,3332
December,194,36.5,34.64,22.33,1323,80.57,30.81,2854
March,234,26.08,28.72,28.1,1362,91.85,31.07,6755
January,43,44.52,26.31,14.41,1224,88.75,44.3,2025
January,176,47.12,25.82,17.55,823,83.69,31.61,3896
August,124,29.72,13.3,27.98,1481,98.02,22.28,1386
February,128,23.9,19.66,16.28,995,90.54,33.54,1328
April,174,20.5,10.13,22.39,1094,88.82,35.18,5057
June,244,26.23,29.99,27.27,597,80.73,26.95,1579
March,34,39.97,18.79,23.07,1997,80.15,44.14,3471
March,77,36.6,37.88,28.29,578,96.66,28.92,6551
July,233,41.78,16.84,15.1,629,98.99,35.7,5084
December,183,27.08,31.42,17.09,803,91.49,36.48,8616
August,119,46.76,32.83,12.53,1329,96.86,22.97,5309
February,166,37.71,11.6,21.07,1735,87.47,25.12,7562
September,225,48.33,35.18,27.7,500,88.13,40.1,6886
June,192,41.98,19.45,12.0,1967,94.71,44.97,4742
June,257,34.65,19.14,11.22,1310,82.18,39.35,9516
May,99,32.82,11.71,13.84,1956,80.86,30.09,8904
March,230,36.25,30.24,15.16,1952,94.99,33.74,5637
July,17,45.01,19.53,15.11,1404,99.48,31.58,8933
September,23,39.87,26.26,28.77,1742,95.7,23.98,7993
February,43,22.91,11.98,14.24,605,80.63,45.67,5559
June,98,46.19,34.41,23.19,989,94.67,36.32,2338
December,144,20.95,22.36,24.49,1739,89.11,31.35,2129
March,235,49.08,18.15,29.88,1259,87.22,21.12,1032
February,83,36.01,23.57,26.69,962,94.55,24.02,3691
March,124,35.95,21.09,21.17,982,82.24,26.74,8733
March,125,46.63,26.21,11.29,886,95.77,33.18,3326
November,277,37.63,14.07,23.09,1650,92.35,46.83,7071
August,225,34.54,27.46,12.27,911,83.12,27.58,9387
December,258,35.73,21.62,24.91,1404,97.24,22.54,2905
May,211,32.58,30.51,28.71,961,88.78,46.31,3580
March,275,42.71,14.91,20.0,668,94.26,44.83,6701
January,235,42.79,24.29,20.84,1720,83.53,39.2,3669
September,295,29.45,17.07,25.63,1715,84.54,48.54,6322
January,181,28.68,22.9,17.29,1514,90.56,44.37,2443
September,49,22.0,26.03,13.62,1410,97.31,40.27,3226
May,251,49.06,14.75,26.54,534,97.51,34.38,5591
December,39,27.44,16.85,15.41,1760,94.85,48.12,6243
December,158,39.28,12.06,19.05,909,85.15,38.12,4779
June,241,46.04,33.45,23.62,1613,95.18,23.75,9047
May,251,41.73,38.54,29.46,929,91.62,28.15,5621
November,159,30.93,30.34,28.92,972,80.15,45.27,2810
January,298,22.07,18.12,14.97,1634,87.88,21.46,3189
July,246,23.18,39.05,23.62,1362,81.93,31.45,3688
May,239,22.13,37.8,24.97,925,81.61,47.52,4852
November,219,20.75,10.26,11.18,1920,92.54,40.18,6108
October,118,24.45,17.34,20.98,1118,90.6,46.18,7755
July,258,36.86,14.38,14.73,1642,92.61,30.43,9318
February,126,24.13,10.98,15.52,1003,96.86,29.42,4113
June,16,29.3,10.13,26.99,1894,94.22,39.21,3972
December,175,32.9,27.83,29.08,735,96.96,23.25,6738
August,253,22.41,35.03,24.81,1456,89.99,28.14,6718
June,176,39.39,24.61,18.7,1266,88.42,33.26,2772
March,81,47.98,25.39,17.78,995,92.97,40.45,8613
February,86,29.94,38.19,29.23,1285,89.83,22.39,3099
December,198,43.18,23.5,22.83,867,85.33,31.07,9736
August,75,42.84,19.64,28.39,506,82.66,25.98,2214
September,104,46.96,11.69,29.78,1174,87.55,24.33,3512
June,57,36.82,29.38,10.35,1138,84.05,42.56,2852
September,58,40.21,38.45,16.24,770,93.74,21.64,5032
June,173,26.06,17.02,25.49,671,81.71,21.52,9396
April,114,32.02,27.07,22.14,1292,87.24,22.03,7424
October,148,39.79,36.32,28.71,826,99.06,39.93,1578
November,34,29.44,32.04,14.94,1499,92.56,20.44,2346
September,185,49.09,21.34,25.62,1646,86.77,44.21,2526
January,253,25.57,31.58,21.34,1892,96.29,23.31,6755
May,115,44.76,29.65,20.79,569,84.33,35.84,1627
February,106,22.13,30.2,17.19,518,94.04,31.87,3851
July,139,29.84,34.08,29.64,942,86.53,44.37,9195
April,181,41.26,29.09,13.29,1677,83.0,30.32,7406
June,83,43.34,14.91,16.48,1580,86.58,47.01,9418
May,150,45.77,35.39,20.91,1516,96.2,31.26,8486
January,195,34.68,10.45,10.16,686,87.69,42.46,3075
February,196,20.76,31.93,16.08,556,95.57,24.1,8182
September,73,31.89,26.46,24.94,567,87.95,47.58,8711
January,137,38.12,17.06,28.34,1480,88.72,44.25,5585
October,208,33.04,36.05,22.63,1782,93.31,28.14,2135
November,299,48.05,17.25,29.75,792,90.27,33.59,1956
September,270,22.26,13.66,17.52,1740,85.97,39.69,1237
November,298,36.62,30.09,14.12,867,85.25,24.93,3709
April,13,49.34,20.47,18.3,1968,85.82,31.65,5386
November,274,29.64,30.2,13.88,1418,97.03,35.11,1734
September,89,27.61,12.16,27.84,957,81.32,49.93,8575
May,191,41.78,17.13,28.73,1986,92.85,39.12,6436
March,228,23.38,13.9,21.07,870,82.68,28.84,8594
December,118,32.93,27.84,18.03,1956,84.13,41.44,3724
November,156,30.84,25.01,20.04,1744,95.75,28.0,3231
April,23,30.98,32.37,12.56,1432,96.58,34.97,7792
April,51,21.94,10.41,13.08,1568,80.12,46.38,8886
June,55,31.86,35.52,15.48,1574,92.53,40.8,5761
September,63,47.2,18.5,24.27,1788,90.26,35.68,9118
May,287,26.1,39.14,27.73,507,95.93,20.7,2740
June,271,49.55,16.58,10.75,1238,83.13,42.12,1129
September,287,41.52,39.34,19.94,649,91.18,32.67,7424
March,267,29.17,17.61,10.23,1570,80.34,48.99,6104
May,260,41.9,38.68,29.14,1945,94.12,43.0,8148
April,150,30.52,23.94,18.63,1503,88.49,23.4,9854
August,191,23.29,16.64,16.84,1544,97.88,28.89,6027
July,162,37.05,18.68,24.65,1157,84.1,29.87,5556
January,212,32.78,11.83,10.7,737,93.37,36.58,3692
October,46,20.37,30.65,27.06,987,89.37,46.02,2930
June,275,22.62,18.54,16.16,1577,93.28,38.21,4344
May,76,48.81,15.79,25.07,1380,85.75,41.43,9432
June,135,24.83,30.67,29.26,651,99.42,31.61,6966
December,271,38.61,37.58,14.15,1200,88.02,41.28,6216
September,272,38.85,23.76,10.3,937,90.11,48.46,2606
August,96,28.84,12.36,22.38,1478,89.31,37.86,9257
March,214,49.16,27.74,28.01,1639,90.43,40.95,4347
May,161,22.86,11.8,21.45,1232,94.59,38.91,6408
April,158,36.06,24.72,21.01,1542,80.5,49.95,5479
March,165,25.43,22.6,24.11,1097,94.09,44.27,2035
September,70,45.18,36.52,27.89,628,94.46,36.13,9903
April,19,38.28,38.94,18.41,1858,87.92,48.38,3193
March,19,48.84,25.18,19.62,906,94.4,30.1,5668
November,16,24.8,16.3,23.09,814,80.09,37.01,9095
February,257,29.86,25.72,11.26,525,99.4,30.56,3500
June,130,33.56,31.47,25.64,1663,82.14,38.14,3404
March,132,36.58,17.2,19.08,559,97.15,27.79,6165
January,229,47.1,14.18,26.4,918,94.12,28.95,5189
December,43,44.08,32.18,20.3,1391,95.53,29.83,8607
September,66,24.62,15.38,23.72,1116,86.59,38.71,2078
July,219,41.99,38.19,16.65,1444,90.99,46.88,2907
November,32,20.46,38.61,28.3,835,92.79,41.21,6625
January,241,43.74,22.24,23.22,1625,87.33,46.09,4238
November,71,20.08,17.5,15.95,1747,92.3,44.33,5065
June,170,46.65,12.17,20.95,843,88.14,33.83,7619
February,204,24.13,15.86,16.9,1924,99.57,31.31,1322
September,56,32.99,15.81,15.89,1642,85.94,49.76,3674
July,190,26.68,14.42,27.69,1428,90.03,48.62,5302
January,168,39.53,36.44,20.12,1531,96.69,47.29,5683
August,103,42.53,28.81,17.23,1438,99.38,44.85,4928
September,224,42.42,27.37,16.06,526,93.51,42.45,9817
March,127,38.1,22.77,16.02,1434,90.52,26.0,9492
December,250,43.89,34.5,17.07,1783,99.08,44.34,1078
June,250,42.29,16.93,29.63,1534,97.98,41.53,4631
June,75,49.06,15.52,15.42,872,83.11,40.45,1781
October,58,22.67,29.69,25.56,1616,90.59,33.48,4772
May,20,37.96,25.51,10.23,1137,90.11,23.64,3607
July,270,42.55,31.38,11.28,1241,81.2,21.7,2335
May,216,24.19,23.84,28.6,1920,97.84,45.43,8570
June,196,28.8,28.49,12.64,1878,90.4,34.99,6668
September,131,41.33,15.21,10.42,979,85.31,31.64,7552
August,244,48.92,26.45,29.15,1947,89.31,28.48,3374
December,218,36.62,16.76,20.89,1390,85.45,28.49,2198
April,263,33.9,13.86,18.33,1133,89.9,39.09,1176
April,285,23.16,39.46,29.45,708,88.42,33.72,1134
October,191,41.69,25.58,24.3,679,87.85,21.73,3419
January,92,31.02,30.98,22.3,1892,86.58,45.3,1544
May,185,23.22,19.73,18.78,1329,89.23,34.95,8054
April,92,30.42,15.43,10.59,1384,90.62,46.4,1653
August,237,29.46,13.19,25.21,878,90.07,38.8,8028
April,182,42.77,11.35,14.17,618,80.11,30.18,3252
October,183,25.72,23.22,24.61,1938,84.42,46.37,7339
October,133,40.43,33.48,28.31,1876,91.99,44.09,2358
June,143,23.14,10.68,17.32,742,91.65,33.1,2713
January,155,23.89,20.14,24.32,1171,95.39,29.9,6681
February,13,44.29,33.94,19.0,1825,99.24,23.1,3310
December,135,44.03,35.93,15.54,1470,80.8,40.26,9595
December,265,47.29,13.13,19.83,1557,93.27,23.35,5497
October,135,34.14,16.5,18.52,1358,92.5,48.81,8926
January,28,26.93,31.27,16.7,1854,86.77,30.83,1690
May,32,41.48,27.98,14.23,1190,80.26,20.34,7228
March,159,46.51,31.84,15.92,791,94.16,35.87,1235
April,87,27.35,29.53,12.52,1207,87.24,33.67,9614
February,204,23.98,11.61,15.9,702,82.22,23.09,6122
October,136,26.78,34.6,20.95,737,81.11,45.87,2362
February,275,24.27,36.74,23.07,672,86.17,29.01,8061
September,197,31.59,16.38,17.06,531,84.05,34.63,2210
August,12,48.39,18.06,21.78,1741,82.3,26.88,8284
April,76,36.81,16.55,13.81,1842,80.98,32.58,5735
August,175,38.63,23.83,17.42,1708,97.15,26.17,7431
February,266,22.8,19.79,27.13,953,87.08,37.92,9532
December,78,40.42,38.29,20.1,1453,81.85,49.63,8083
September,257,33.45,29.4,21.86,1741,84.87,29.68,6108
May,16,26.22,38.59,10.68,1773,94.05,45.08,4970
July,106,25.05,26.77,11.38,1269,91.05,47.83,1751
February,293,23.1,23.69,12.9,916,93.66,40.54,1545
January,154,20.51,14.3,20.71,1657,90.2,29.52,1628
December,165,37.25,13.45,26.5,1252,84.1,25.42,4475
September,91,26.1,15.35,11.29,804,92.37,27.95,7530
August,52,39.66,19.74,16.39,1828,98.93,43.6,8608
August,67,49.84,36.98,11.64,721,87.19,40.21,6300
August,139,33.35,30.54,23.3,1749,96.31,22.38,8509
February,132,48.35,24.06,10.45,1705,86.11,34.13,3033
June,167,37.95,33.57,28.98,1596,89.72,24.75,6398
February,40,28.3,39.28,11.98,1765,91.34,32.73,5287
March,123,20.08,39.33,14.28,1022,98.84,23.41,3901
October,123,46.0,38.8,26.74,1978,89.53,20.95,3876
April,282,20.73,37.02,10.01,1294,82.26,48.52,8991
May,50,40.12,16.28,15.66,1613,82.7,26.85,6236
May,167,28.68,18.66,20.93,1008,83.45,47.87,6430
May,191,31.94,37.63,10.36,1354,87.18,45.15,3821
January,194,26.76,12.2,26.43,786,87.96,43.26,8465
January,245,33.96,27.74,26.04,1792,99.17,44.72,3165
November,140,39.95,27.1,20.67,1202,92.55,21.79,6679
December,239,44.04,32.64,25.56,1762,91.92,33.6,1424
March,258,47.74,15.0,12.75,1699,91.67,34.66,8305
July,249,44.9,16.31,25.93,982,80.55,37.84,2824
February,262,20.46,12.56,19.06,1431,95.88,22.34,8927
March,122,34.8,31.72,11.27,689,93.35,43.39,4502
August,153,39.32,32.83,26.92,836,94.67,30.05,5236
July,132,49.89,11.0,18.24,1493,83.63,39.65,1740
March,191,33.99,19.31,12.41,1349,82.68,29.13,4801
March,202,26.25,30.55,24.98,1413,82.07,37.97,8676
December,192,23.61,21.6,19.8,1141,99.03,46.69,4253
June,14,25.32,15.13,14.17,627,80.46,32.06,5242
August,271,21.94,14.16,20.35,1242,92.84,24.01,8450
April,284,37.52,28.69,17.16,755,93.21,41.04,7723
November,251,40.96,38.52,13.95,1588,95.86,40.38,7339
May,19,35.3,20.85,27.48,1237,86.57,31.03,7881
August,171,32.29,33.71,21.66,1898,85.86,48.11,9953
January,77,36.15,29.92,24.05,1824,93.48,25.6,5222
August,119,24.07,22.54,16.77,1077,85.72,24.59,1136
March,17,28.42,38.98,28.58,1716,87.74,30.16,5384
October,141,25.58,27.23,12.24,1409,87.96,44.41,1527
November,210,43.63,34.4,25.78,1717,92.18,25.96,6809
May,69,36.03,36.7,29.5,950,80.43,47.36,9113
February,10,22.28,25.03,19.6,653,84.8,29.13,7247
March,184,24.63,32.88,13.5,886,81.84,43.55,5615
May,116,27.84,22.63,28.44,917,86.53,38.26,6122
April,72,41.92,17.49,17.84,717,98.13,25.6,6105
November,199,39.45,29.45,21.16,1453,88.18,21.34,4167
May,125,43.65,37.35,28.24,1498,93.35,20.09,7940
April,105,29.08,30.6,13.49,1560,81.72,26.76,8525
April,227,48.03,10.12,25.61,1667,93.21,36.1,8799
October,293,42.85,26.23,29.78,871,88.0,39.17,9531
August,229,44.61,37.53,19.36,979,81.61,20.15,2352
March,157,35.58,27.52,28.64,1542,80.18,38.39,4208
April,191,30.38,26.71,19.63,901,94.02,40.21,9457
May,158,36.43,12.16,28.95,1830,90.62,27.01,1172
March,237,49.88,23.7,27.77,1675,83.36,42.17,8045
June,182,43.41,10.03,20.15,643,84.27,22.9,1112
April,293,41.56,18.02,15.42,1818,84.08,32.65,3670
April,295,40.66,21.58,17.04,648,98.49,44.54,2474
October,164,43.69,27.04,12.84,1028,87.33,45.57,6760
August,82,34.8,28.92,26.64,824,85.51,40.88,2959
January,191,39.57,25.14,29.48,1019,81.27,31.18,9234
June,20,34.97,23.81,18.99,1992,95.31,35.94,4262
August,250,31.5,18.46,28.13,747,89.35,49.07,6473
September,234,43.54,13.26,10.25,1149,97.26,46.08,2523
September,299,38.38,15.16,15.92,1324,89.77,29.09,6353
August,225,23.61,36.49,17.45,1868,81.39,32.24,6425
November,174,41.97,31.68,18.28,539,83.92,33.26,9624
November,141,21.76,34.21,17.28,530,83.69,48.03,8474
October,124,40.24,36.27,14.39,1507,88.88,38.97,6672
May,283,29.82,14.18,12.37,1781,91.84,23.77,3743
April,94,20.57,16.2,21.92,1790,99.39,29.49,3919
